arxiv_id,predicted_type,reasoning
2302.01463,regular,"The paper presents a theoretical analysis of gradient descent under linearly correlated noise, focusing on its impact on differential privacy optimization."
2310.12752,regular,"The paper presents a new algorithm for discretizing relaxed solutions of spectral clustering, not a review of existing work."
2207.10218,regular,"This paper presents a new benchmark environment for machine learning, not a review or survey of existing research."
2106.06657,regular,"The paper presents a novel model for zero-shot domain adaptation, proposing a theoretical analysis and experimental evaluation."
2506.07624,regular,"The paper presents a novel approach to improve ChebNet, a spectral GNN, through a dynamical system framework. It introduces a new model and evaluates its performance on benchmarks."
2410.02116,regular,"This paper presents a novel method for dataset distillation in the context of self-supervised pre-training, not a review or survey of existing work."
2511.12376,regular,"This paper presents a novel method for checkpoint sparsification and quantization in LLM training, not a review of existing work."
2210.03052,regular,"This paper presents a novel algorithm and experimental results for a transformer model, not a review of existing research."
2106.04399,regular,"This paper presents a novel method for generating diverse candidate solutions, focusing on training a generative policy for a specific task (molecular graph generation)."
2109.13898,regular,"The paper presents a novel method for clustering symbolic regression models, which is an original research contribution."
2306.0146,regular,"This paper presents a novel algorithm for on-policy actor-critic deep reinforcement learning, not a review of existing research."
2403.18494,regular,"This paper presents original research on learning dynamics in PINNs, exploring phase transitions and their impact on generalization."
2512.07865,regular,"This paper presents original research that uses text-based life trajectories to predict residential mobility, not a review of existing literature."
2508.08954,regular,"The paper presents a novel graph representation learning framework called GRAVITY, introducing a new method for vertex classification. It does not review existing research in this area."
2308.0117,review,"The paper reviews and compares different approaches to solving the 'deadly triad' problem in off-policy learning, focusing on the variants of Gradient Temporal Difference learning."
2101.03295,regular,"This paper presents a novel ML-based approach for estimating missing data in ITS, focusing on a specific dataset and evaluation metrics."
2412.1625,regular,"The paper presents a novel training-free method for heterogeneous graph condensation, not a review of existing research."
2509.00404,regular,"This paper presents a novel method for training LLMs with FP4 quantization, not a review of existing research."
2507.11439,regular,"The paper presents a novel data augmentation method for time series forecasting, not a review or survey of existing research."
2012.10282,regular,"This paper presents a novel method for evaluating deep model robustness, not a review or survey of existing research."
2501.1507,regular,"The paper presents a novel method for time-series analysis, proposing a new framework for training and generating explanations alongside predictions."
2205.01965,regular,"The paper presents a novel state representation method, not a review or survey of existing work."
2508.02313,regular,"This paper presents a novel method for DNN training on edge devices, focusing on efficient near-memory sampling. It is not a review or survey of existing research."
2210.03466,regular,"This paper presents a novel method for training neural ODEs, not a review of existing work."
2405.16756,regular,"This paper presents a novel method for discovering governing equations from dynamical systems, not a review of existing research."
2410.07881,review,"The paper systematically reviews existing joint resource allocation strategies in federated edge learning, providing an overview of their advantages and potential for future research."
2010.10054,regular,"This paper presents a novel method for multi-source domain adaptation, not a review of existing research."
2410.22788,regular,"The paper presents new theoretical and practical enhancements for meta-learning, focusing on tail task risk minimization, which is an original contribution."
2402.02249,regular,"This paper presents a new theoretical result about how to optimize label budget for binary classifier comparison, not a review of existing research."
2504.04202,regular,This paper presents a novel loss function called directional sign loss and evaluates its effectiveness in preserving topological features in learned latent spaces.
2411.00263,regular,"This paper presents a novel algorithm for federated learning in space, not a review of existing research."
2104.04174,regular,"This paper presents a novel method for reweighting imaginary transitions in model-based reinforcement learning, not a review of existing research."
2503.18748,regular,"This paper presents a new method for automatically balancing game levels using reinforcement learning, not a review of existing research."
2107.0447,regular,"This paper presents a novel adversarial learning framework for sleep staging, not a review or survey of existing research."
2110.08092,regular,"This paper presents a novel method for constructing equivariant and invariant networks, focusing on computational efficiency and theoretical properties."
2506.14439,regular,"The paper presents a novel method for off-policy learning with partially-observed rewards, not a review of existing research."
2501.01915,regular,"The paper presents a novel meta-learning approach for forecasting social interactions, introducing a new model and evaluating its performance on synthetic datasets."
2312.04167,regular,"This paper presents a novel method for multi-source trajectory modeling and separation, not a review of existing work."
2508.18949,regular,"This paper presents a novel method for generating 3D molecular structures, not a review of existing research."
2502.16935,regular,"The paper presents a novel method for traffic prediction, not a review of existing research."
2102.08083,regular,"The paper presents a novel architecture for EEG signal denoising, introducing a fractional-based compressed autoencoder with orthogonal features. This is original research."
2408.03669,regular,"This paper presents original research investigating the trainability challenges in deep graph neural networks, not a review of existing literature."
2506.04294,regular,"The paper presents a new method for power demand forecasting, not a review of existing research."
2312.12972,regular,"This paper presents a novel value function for policy evaluation, introducing a new method and experimental results, not a review of existing literature."
2108.03084,regular,"This paper presents a novel GNN architecture for multilingual social event detection, outlining a new knowledge distillation framework for handling limited data in lesser-spoken languages."
2405.11683,regular,"The paper presents a novel method for modeling neural activity from spike count data, not a review of existing research."
2412.07811,regular,"The paper presents a novel approach to neural operator architectures, focusing on adversarial autoencoders, and does not primarily review existing literature."
2209.13429,regular,"This paper presents a new method (WeightedSHAP) for analyzing feature attributions, not a review or survey of existing work."
2309.0201,regular,"This paper presents a new traffic alarm system using LSTM networks, not a review of existing research."
2508.02482,regular,"This paper presents a novel method for evaluating the quality of generated liver shapes using machine learning, not a review of existing research."
2406.06459,regular,"This paper presents a new method for Bayesian optimization, not a review of existing research."
2509.08617,regular,"This paper presents a novel method for interpretable deep neural networks, not a review of existing research."
2201.08557,regular,"This paper presents a novel method for enhancing robustness in unsupervised graph representation learning, outlining its theoretical foundation and experimental evaluation."
2205.04646,regular,"This paper presents a novel deep learning approach for detecting pump and dump schemes in the cryptocurrency market, not a review of existing research."
2406.03082,regular,"This paper presents a novel framework for learning solutions of stochastic optimization problems, proposing new methods and evaluating their performance."
2310.04768,regular,"This paper presents a novel algorithm for online user detection and regret minimization, focusing on a specific problem and proposing a new method for addressing it."
2309.12618,regular,"This paper presents a novel algorithm for performative prediction under inequality constraints, focusing on the development of an algorithm and its analysis, not on reviewing existing work."
2212.01174,regular,"This paper presents a novel framework for reward shaping and task composition in entropy-regularized reinforcement learning, proposing new methods and experiments."
2510.26109,regular,"This paper presents a novel method for improving reasoning in LLMs, not a review or survey of existing research."
2510.20031,regular,"The paper presents a new algorithm for sampling from temporal point processes, not a review or survey of existing work."
2409.17906,regular,"The paper presents a novel method for improving graph reasoning using LLMs, not a review of existing research."
2504.00881,regular,"The paper presents original research on anomaly detection using clustering techniques, focusing on real-world data analysis and evaluation."
2311.06894,regular,"The paper presents a new application of a VAR model for traffic flow prediction, which is an original research effort."
2403.12372,regular,"The paper presents a novel framework for cross-domain pre-training of time series models, outlining its architecture, training process, and experimental results."
2106.05068,regular,"This paper presents a novel offline inverse reinforcement learning algorithm, not a review or survey of existing work."
2401.04368,regular,"This paper presents a novel approach for predicting acute kidney injury using drug features, which is an original research study."
2112.14479,regular,The paper presents a novel model called Universal Transformer Hawkes Process (UTHP) and evaluates its performance on various datasets.
2302.05587,regular,"This paper presents a new framework and theoretical guarantees for Hierarchical Optimization-Derived Learning, which is an original research contribution."
2303.16458,regular,"This paper presents a novel framework for pre-training graph neural networks, outlining its theoretical foundation and empirical evaluation."
2506.08473,regular,"This paper presents a novel method for fine-tuning LLMs, outlining a new technique and experimental results."
2112.03262,regular,"This paper presents a novel multi-scale GCN framework with self-attention, proposing new architectures and experimental results."
2509.13686,regular,"This paper presents a novel method for channel modeling, not a review or survey of existing work."
2503.2223,regular,This paper presents original research on improving data construction in Reinforcement Learning from Human Feedback (RLHF).
2305.12633,regular,"This paper presents a novel method for multi-task imitation learning, outlining its architecture, training process, and evaluation results."
2302.05942,regular,"This paper presents a novel method for discovering dynamics in multiple environments, not a review of existing work."
2107.04895,regular,"The paper presents a study proposing a multimodal system for precision agriculture, outlining its components and algorithms, rather than reviewing existing work."
2206.02796,regular,"The paper presents a novel method for semi-supervised node classification, not a review of existing research."
2104.14937,regular,"This paper presents a new algorithm for federated learning, not a review or survey of existing work."
2509.20736,regular,"This paper presents original research on the impact of audio watermarking on anti-spoofing countermeasures, including a new dataset and a proposed framework."
2404.19141,regular,"The paper presents a novel method for trajectory recovery, not a review of existing research."
2103.12686,regular,"The paper presents a novel analysis of sample efficiency in PAC learning using Turing machines and Boolean circuits, focusing on theoretical bounds and connections to computational complexity."
2507.23412,regular,"This paper presents a novel machine learning approach for honey adulteration detection, outlining its methodology and experimental results."
2511.12742,regular,"This paper presents a novel method for mitigating model collapse in self-consuming diffusion models, which is an original research contribution."
2507.05284,regular,"This paper presents a novel method for improving time series prediction, not a review of existing research."
2202.13626,regular,"This paper presents a new method for improving response time in home IoT services using federated learning, not a review of existing research."
2202.1257,regular,"This paper presents a novel algorithm for multi-instance learning, focusing on causal representation learning and out-of-distribution generalization. It is not a review or survey of existing work."
2502.01267,regular,"This paper presents a novel causal data mining framework for detecting individual discrimination, not a review of existing research."
2008.0588,regular,"This paper presents a novel method for property price prediction called Luce, not a review of existing research."
2211.17267,regular,"This paper presents a novel method for training deep generative models, not a review of existing research."
2301.02375,regular,"This paper presents a new algorithm for continuous control tasks, not a review of existing research."
2511.06642,regular,"This paper presents a new machine learning framework for asset allocation, not a review of existing literature."
2411.09152,regular,"The paper presents a novel real-time recommendation model, not a review or survey of existing work."
2403.05979,regular,"This paper presents a novel approach to feature selection using reinforcement learning, presenting new experimental results and evaluating its performance on a specific dataset."
2104.13014,regular,"This paper presents a novel method for node embedding using mutual information and self-supervision, not a review of existing research."
2308.12686,regular,"This paper presents a novel method for time series domain adaptation, not a review of existing work."
2312.14478,regular,"This paper presents a novel data-free federated learning framework, outlining a new method and experimental results."
2201.12929,review,"The paper reviews existing work on value spaces in reinforcement learning, particularly focusing on robust MDPs, and introduces a new perspective for characterizing the geometry of the robust value space."
2207.02773,regular,"The paper presents a novel method for discovering instance-wise influential features, not a review or survey of existing work."
2012.01805,review,"The paper reviews and summarizes existing research on interpretability and explainability in machine learning, focusing on recent developments and highlighting different research directions."
2206.13152,regular,"The paper presents a study evaluating resampling methods on a real-world dataset, presenting new empirical results and comparisons."
2407.19398,regular,"This paper presents a new framework for certified unlearning in graph neural networks, outlining a novel method and experimental results."
2202.12219,regular,"This paper presents a case study of auditing a differentially private algorithm, which is an original research approach."
2108.121,regular,"This paper presents a new framework for optimizing promotion campaigns, outlining a two-stage process and proposing a novel deep neural network architecture."
2209.08724,regular,"This paper presents original research investigating the adversarial transferability of ConvMixer models, not a review of existing literature."
2305.14745,regular,"This paper presents a new method for detecting counterfeit banknotes using machine learning, not a review of existing research."
2405.14596,regular,"This paper presents original research on achieving Linear Mode Connectivity in differentiable tree ensembles, introducing new methods and demonstrating their effectiveness."
2503.09159,review,"The paper reviews the use of tabular data repositories in machine learning research, highlighting potential issues with their unreflected usage and proposing solutions."
2102.11267,regular,"This paper presents a new data feedback solution for AutoML systems, introducing a novel method and evaluating its performance. It is not a review or survey of existing research."
2301.01142,regular,"This paper presents a new method for defending VFL systems against attacks, not a review or survey of existing work."
2508.19132,regular,"This paper presents a novel framework for active query selection in crowd-based reinforcement learning, outlining a new method and experimental evaluation."
2410.03065,regular,"This paper presents a novel system (Cake) for optimizing LLM inference, not a review of existing research."
2410.19153,regular,"This paper presents a novel method for analyzing multi-condition spike data, not a review of existing research."
2408.02824,regular,"This paper presents a novel neural network model called Wave-RVFL, introducing a new approach and experimental results."
2208.12511,regular,"The paper presents a novel Bregman divergence perspective for adversarial training and proposes two new methods for improving robustness. This is original research, not a review."
2412.17961,regular,"This paper presents a new method for graph condensation, a novel approach to GNN training, and conducts a benchmark study on multi-label datasets."
2503.15036,regular,"This paper presents a novel approach to topic modeling, outlining its methodology and evaluating its performance on a dataset."
2508.1494,regular,"This paper presents a novel agent system for personalized lung cancer risk prediction, outlining a new method and framework for model selection."
2010.03728,regular,"This paper presents a novel method for multi-class feature selection, not a review of existing research."
2102.02326,regular,"The paper presents original research on the effects of filter numbers on speech recognition model accuracy, including experimental results and a new model development."
2101.02264,regular,"This paper presents a new machine learning model for imitating human player behavior in video games, not a review of existing research."
2012.0022,regular,"This paper presents a novel method for missing data imputation, not a review or survey of existing methods."
2202.11899,regular,"The paper presents a novel hybrid quantum kernel support vector machine (QKSVM) combined with a Binary Harris hawk optimization (BHHO) for cancer classification, outlining a new method rather than reviewing existing approaches."
2305.10611,regular,"This paper presents a new framework for automatic batching, not a review or survey of existing work."
2411.09027,regular,"This paper presents a novel transformer-based deep learning model for COPD diagnosis, not a review of existing research."
2510.00574,regular,"This paper presents a new algorithm for private online learning, not a review or survey of existing work."
2405.12186,regular,This paper presents a novel method for training data attribution (TDA) and does not primarily review existing research.
2307.09759,regular,"This paper presents a novel method for constructing ELMs and demonstrates its effectiveness in mitigating spectral bias, which is an original research contribution."
2309.12377,regular,The paper presents original research investigating the impact of temperature on olive oil quality using fluorescence spectroscopy and machine learning.
2503.06231,regular,"This paper presents a novel diffusion-based method for conditional time series generation, not a review or survey of existing methods."
2506.0594,regular,"This paper presents a novel method for tabular data generation using variational flow matching, not a review of existing work."
2310.00873,regular,"This paper presents original research findings on the predictable extrapolation behavior of deep neural networks, not a review of existing literature."
2303.0124,review,"The paper reviews the relationship between soft actor-critic and soft Q-learning, proving their convergence in the limit."
2108.05338,regular,"The paper presents a new method for prediction and control in reinforcement learning, not a review of existing research."
2206.03383,regular,"This paper presents a theoretical and empirical analysis of the role of the discount factor in offline reinforcement learning, presenting new findings and not simply reviewing existing literature."
2504.17232,regular,"The paper presents a new machine learning framework for traffic analysis, not a review of existing research."
2208.11973,review,"The paper reviews existing data augmentation techniques for graph data, providing a survey of the field."
2201.02331,regular,"This paper presents a novel method for OOD detection, not a review or survey of existing methods."
2210.06089,regular,This paper presents a novel learning model with local queries and demonstrates its effectiveness in robust learning.
2512.03187,regular,"This paper presents a novel algorithm for anomaly detection and concept drift detection, not a review of existing research."
2510.15655,regular,"This paper presents a novel method for learning logic gates, not a review of existing research."
2507.04832,regular,"This paper presents a novel method for discrete diffusion trajectory alignment, not a review or survey of existing work."
2203.13421,regular,"This paper presents a novel loss function and analysis for learning in a strategic classification setting, focusing on sample complexity and robustness to manipulation."
2303.15438,regular,"The paper presents a new theoretical model and empirical study of self-supervised learning, not a review of existing literature."
2105.10302,regular,"This paper presents a new method for NILM on MCU-based devices, focusing on feature extraction and inference optimization."
2412.18786,regular,"This paper presents a new physics-informed deep learning model for predicting thermal stress evolution in laser metal deposition, not a review of existing research."
2411.10764,regular,"This paper presents a novel machine learning tuning technique, ML$^2$Tuner, and its experimental results are presented."
2303.14267,regular,"This paper presents a novel self-supervised framework for stress monitoring, outlining a new method and experimental results, not a review of existing work."
2210.08528,review,"The paper reviews and compares different methods for synthetic data generation, focusing on their suitability for education use cases."
2310.00077,review,"The paper reviews and compares different black-box optimization algorithms, including their performance on various benchmarks."
2505.03775,regular,"The paper presents a novel method for hierarchical multi-label generation, not a review or survey of existing work."
2107.0165,regular,"This paper presents a novel method for learning ODEs, not a review of existing research."
2506.07949,regular,"This paper presents a novel method for cost-optimal active AI model evaluation, not a review of existing research."
2205.0955,regular,"This paper presents a novel method for data valuation in offline reinforcement learning, proposing a new algorithm and evaluating its performance through empirical experiments."
2507.08832,regular,"This paper presents a novel machine learning framework for a specific application, not a review of existing research."
2503.15583,regular,"The paper presents a new method for uncertainty calibration, not a review of existing research."
2101.04013,regular,"The paper presents a new method for improving critical event prediction in COVID-19 patients using contrastive learning, not a review of existing research."
2312.14923,regular,"This paper presents a novel algorithm for parameter-efficient unlearning, a new method for machine learning, not a review of existing research."
2502.11034,regular,"This paper presents a new method (AdaGC) for improving training stability in large language models, not a review of existing research."
2210.01761,regular,"The paper presents a new framework for web services retrieval, proposing a novel approach to clustering and semantic similarity analysis."
2402.12613,regular,"This paper presents a theoretical analysis of using sigmoid loss in contrastive learning, proposing a framework and exploring the optimal embedding structures."
2203.1041,regular,"The paper presents a new set of reduction rules for block-structured workflow nets, presenting original research and experimental results."
2401.15062,regular,"The paper presents a novel algorithm (Expert with Clustering) for user preference learning, not a review of existing research."
2406.02515,regular,"The paper presents a new joint neural contextual bandit model, not a review of existing work."
2507.18122,regular,"This paper presents original research on a new method for improving mathematical reasoning using language models, not a review of existing literature."
2501.09776,regular,"The paper presents a novel neural Tucker factorization model for handling missing values in QoS data, not a review of existing work."
2210.00604,regular,"This paper presents a novel method for improving feature selection in deep learning models, not a review of existing research."
2404.00173,regular,"The paper presents a novel machine learning model for predicting efficiency degradation in organic solar cells, not a review of existing research."
2407.19326,regular,"The paper presents a new method for incorporating plasticity into artificial neural networks, which is an original research contribution."
2503.18807,regular,"This paper presents a novel approach to streaming federated learning with Markovian data streams, proposing and analyzing algorithms for collaborative learning in this context."
2506.10536,regular,"This paper presents a study with original research, evaluating machine learning models for forecasting electricity prices."
2411.04315,regular,"This paper presents a theoretical analysis of latent activation selection in autoencoders for recommender systems, proposing a new approach for hyperparameter selection."
2308.02872,regular,"The paper presents a novel approach for designing multi-model inferential sensors, focusing on experimental design and performance evaluation."
2405.06361,regular,"This paper presents a novel method for improving the robustness of model attributions, not a review or survey of existing work."
2103.16031,regular,"This paper presents a novel method for enhancing the robustness of federated learning, not a review of existing research."
2204.10839,regular,"This paper presents original research investigating the robustness of stochastic neural networks, focusing on the impact of sampling on adversarial attacks."
2506.22821,regular,"This paper presents a novel dataset and deep learning model for estimating migration flows, not a review of existing research."
2306.02137,regular,"This paper presents a novel method for rumor detection, not a review or survey of existing research."
2309.02669,regular,"This paper presents a novel reinforcement learning method for marketing budget allocation, not a review or survey of existing research."
2411.00383,regular,"This paper presents a novel method (NR-DCCA) for preventing model collapse in DCCA, which is an original research paper."
2410.18701,regular,"This paper presents a novel method for improving batch-wise inference efficiency in large language models, not a review of existing research."
2503.20618,regular,"This paper presents a new benchmark for evaluating federated learning algorithms, not a review or survey of existing research."
2501.15722,regular,"This paper presents a novel method for shape INR retrieval, not a review or survey of existing research."
2506.20814,regular,"This paper presents a novel ensemble learning framework called Hellsemble, introducing a new method and experimental results."
2405.05786,regular,"This paper presents a novel framework for traffic forecasting, outlining its architecture and evaluating its performance on real-world data."
2503.07555,regular,"This paper presents a novel algorithm for multi-armed bandits with network interference, not a review of existing work."
2409.18467,regular,"The paper presents a novel approach for automatically captioning remote sensing images, outlining a new method and evaluation."
2310.16363,regular,"This paper presents a novel algorithm for constrained Markov decision processes, not a review of existing research."
2402.1082,regular,"This paper presents a novel method for learning goal-conditioned policies from sub-optimal offline data, not a review of existing research."
2508.14255,regular,"This paper presents a novel method called GraphCBMs, which is an extension of concept bottleneck models. It introduces a new approach to model concept relationships, making it an original research paper."
2210.08248,regular,"This paper presents original research on the calibration of differentially private learners, presenting new methods and empirical results."
2202.03936,regular,"This paper presents a new machine learning system for bed occupancy detection, not a review of existing literature."
2105.04037,regular,"This paper presents a novel method (GAT-POS) for enhancing Graph Attention Networks, which is an original research contribution."
2503.02831,regular,"This paper presents a novel exploration algorithm for reinforcement learning, not a review of existing research."
2302.00557,regular,"This paper presents a new method for using graph neural networks as a surrogate model for physics simulations, not a review of existing research."
2408.08754,regular,"This paper presents a novel self-explainable graph transformer for link sign prediction, introducing a new architecture and experimental results."
2509.09001,regular,"This paper presents a novel attention mechanism called ANNA, which is an original contribution, not a review of existing research."
2008.07363,regular,"This paper presents a prototype for predicting invoice payment, which is an original research effort."
2412.19227,regular,"The paper presents a novel multi-view fake news detection model, not a review or survey of existing methods."
2206.0299,regular,"The paper presents a novel algorithm for enhancing distributional stability, which is an original research contribution."
2507.07637,regular,"This paper presents a novel decentralized federated split learning solution, outlining its architecture, implementation, and performance evaluation on benchmark datasets."
2303.17727,regular,"The paper presents a new framework for training and deploying large-scale models on CPU hardware, not a review of existing research."
2507.22798,regular,"This paper presents a novel method for identifying informative events in electronic health records, not a review of existing research."
2408.1211,regular,"This paper presents a novel method for Pareto Inverse Reinforcement Learning, presenting original research and experimental results."
2412.02097,regular,"The paper presents a novel hybrid model for tabular data, not a review of existing research."
2302.14346,regular,"This paper presents a novel method for processing point sets, not a review of existing research."
2412.12483,regular,"This paper presents a novel framework for discovering propagation mechanisms in spectral GNNs, presenting original research and experimental results."
2405.00556,review,"The paper provides a survey of Swarm Learning, its concepts, applications, and trends."
2407.18041,regular,"This paper presents a new training method for a teacher model in knowledge distillation, not a review of existing research."
2202.02931,regular,"This paper presents a novel method for continual learning, not a review of existing research."
2404.0497,regular,"This paper presents a new method for multi-view clustering, not a review of existing work."
2505.14463,regular,"This paper presents original research on adversarial resilience in graph analytics, proposing a theoretical framework and experimental evaluation of a new method."
2507.20478,regular,"This paper presents a novel method for inpainting precipitation maps using conditional diffusion models, not a review of existing research."
2302.00358,regular,"This paper presents a new algorithm for bandit convex optimization, not a review of existing work."
2406.14054,regular,"This paper presents a novel approach to multi-task offline reinforcement learning for urban decision-making, outlining its methodology and experimental results."
2403.12938,regular,"This paper presents a novel numerical integration scheme for learning components of differential algebraic equations, which is an original research contribution."
2111.13394,review,"The paper reviews existing methods for handling data heterogeneity in federated learning, particularly focusing on continual learning approaches."
2301.09851,regular,"This paper presents a novel graph convolutional network architecture, not a review or survey of existing work."
2110.15343,regular,"This paper presents a novel method called Scatterbrain for efficient attention approximation, not a review of existing research."
2502.01378,regular,"This paper presents a novel algorithm (CE-LoRA) for fine-tuning language models, not a review or survey of existing research."
2509.12043,regular,"The paper presents a novel GNN framework for traffic forecasting, outlining its architecture, methodology, and experimental results."
2103.09916,regular,"This paper presents a novel blackbox targeted adversarial attack methodology, not a review of existing research."
2406.10117,review,"The paper reviews research on trustworthy AI in the context of metrology, summarizing existing work and highlighting key themes and research areas."
2503.23659,regular,"This paper presents a novel algorithm for operating system scheduling, not a review of existing research."
2503.15801,regular,"This paper presents a novel method for learning compressed data representation, not a review of existing research."
2309.04782,regular,"The paper presents a novel method (IRCNN) for non-stationary signal decomposition, not a review of existing methods."
2312.15353,regular,"This paper presents a novel method for encoding higher-order dependencies in graphs, not a review of existing research."
2308.00142,regular,"This paper presents a novel method for semi-supervised learning, not a review of existing research."
2412.15365,regular,"The paper presents a novel framework for traffic accident forecasting, not a review of existing research."
2211.09263,regular,This paper presents a new method for improving t-SNE performance by exploring different initialization and kernel selection techniques. It does not primarily review existing literature.
2211.15279,regular,"The paper presents a novel approach to address label noise in neural networks, focusing on a transition matrix estimator and its application to two convolutional neural network models. It is not a review paper."
2503.19651,regular,"This paper presents a new method for estimating graph structures from time-varying data, not a review of existing research."
2407.17213,regular,"The paper presents a novel multistage neural network approach, proposing a new method for learning high-precision functions."
2403.10802,review,"The paper provides a comprehensive survey of isolation-based anomaly detection methods, covering their data partitioning strategies, anomaly score functions, and applications."
2509.18904,regular,"This paper presents a novel method for enhancing backdoor attacks in federated learning, outlining a new approach and experimental evaluation."
2501.08044,regular,"The paper presents a novel framework for federated recommendation systems, outlining its components and experimental results."
2302.0981,regular,"The paper presents a novel approach to address a specific problem in time series classification, proposing new algorithms for density ratio estimation and SPRT-based sequential classification."
2106.02836,regular,"The paper presents a new model (CGA2M+) and its experimental evaluation, not a review of existing literature."
2410.23232,regular,"This paper presents a novel machine unlearning technique, not a review of existing research."
2507.23111,regular,"This paper presents a novel method for generating weighted graphs, not a review of existing work."
2206.00302,regular,"This paper presents a novel method for optimizing neural networks for energy efficiency and memory constraints, not a review of existing research."
2412.17348,regular,"This paper presents a novel transformer architecture for processing semi-structured data, outlining its design, training, and evaluation. It is not a review or survey of existing work."
2512.09054,review,The paper reviews existing methods for multi-class calibration and proposes novel isotonic normalization-aware techniques for improved performance.
2510.08008,regular,"This paper presents a novel method for efficient large language model pretraining, not a review or survey of existing research."
2502.05625,regular,"This paper presents a novel method for training-free constrained generation using Stable Diffusion models, demonstrating new results and code."
2108.03953,regular,"This paper presents a novel framework for learning HIN embeddings, proposing a new approach for joint learning of cluster embeddings and cluster-aware embedding."
2104.14101,regular,"This paper presents a novel method for solving least-squares problems with quadratic regularization, not a review of existing research."
2411.12078,regular,"This paper presents a novel method for fragment-based molecule generation, outlining its architecture and experimental results."
2301.12187,regular,"This paper presents a novel depth compression algorithm, not a review or survey of existing work."
2410.19978,regular,"The paper presents a novel method for global graph counterfactual explanation, not a review or survey of existing work."
2301.02971,regular,"This paper presents a novel method for emotion recognition from microblog data, not a review of existing research."
2102.058,regular,"This paper presents a new algorithm for robust reinforcement learning, not a review of existing research."
2205.12905,review,"The paper reviews various applications of machine learning and Bayesian inference in business time series analysis, including case studies and specific examples."
2510.03165,regular,"This paper presents a novel framework for federated learning, outlining its design, implementation, and experimental results."
2209.11306,regular,"This paper presents a novel algorithm for time series style transfer, not a review of existing work."
2106.15146,regular,"This paper presents a novel method for learning from multiple annotators, proposing a noise transition matrix and a unified neural network architecture. It focuses on a specific research problem and presents new results."
2310.08757,regular,"This paper presents a novel machine learning approach for detecting and predicting clopidogrel treatment failure, not a review of existing research."
2309.00886,regular,"This paper presents new theoretical bounds on the deletion capacity of differentially private machine unlearning algorithms, not a review of existing work."
2412.12597,regular,"This paper presents a novel deep learning approach for optimizing mechanical ventilation, not a review of existing research."
2403.05385,regular,"The paper presents a new method for training a reinforcement learning algorithm, not a review of existing research."
2402.06441,regular,"The paper presents a novel neural network architecture and experimental results, not a review of existing work."
2108.06758,review,"The paper reviews and compares different replay-based approaches for continual learning, providing an empirical assessment of their performance."
2302.12749,regular,"This paper presents a novel generative model for survival data, not a review of existing research."
2111.08516,regular,"The paper presents original research on multiset neurons, comparing their performance with other metrics and applying them to image segmentation."
2411.12636,regular,"This paper presents a new library for generating synthetic seismic data, not a review of existing research."
2105.04103,regular,"This paper presents a new method for training a deep learning model using BIM and hyperrealistic rendering to synthesize datasets for building object recognition. It describes a novel approach and experimental results, not a review of existing literature."
2106.07474,regular,"This paper presents a novel algorithm for discovering interpretable machine learning models, not a review of existing research."
2510.09152,regular,"This paper presents a novel method for domain adaptation of LLMs, outlining a new framework and experimental results."
2309.14091,regular,"The paper presents a novel approach to curriculum reinforcement learning, proposing a method based on optimal transport, and presents experimental results to demonstrate its effectiveness."
2407.17303,regular,"The paper presents a novel traffic signal control system called MoveLight, introducing a new method and experimental results."
2306.00256,regular,"This paper presents a novel algorithm for decentralized SGD, not a review of existing research."
2203.0098,regular,"The paper presents a novel ensemble learning method based on randomized neural networks for time series forecasting, not a review of existing work."
2302.05196,regular,"This paper presents a novel method for generating counterfactual examples for out-of-distribution data, not a review of existing work."
2309.15639,regular,"The paper presents a novel approach to enhancing sharpness-aware optimization through variance suppression, introducing a new method and experimental results."
2407.18655,regular,"The paper presents a new method for parameter selection in neural networks, focusing on importance sampling and ridgelet transforms, rather than reviewing existing research."
2505.15931,regular,"This paper presents a new library for standardized metric evaluation in machine learning, not a review of existing literature."
2310.16552,regular,"This paper presents a novel clustering algorithm, not a review or survey of existing methods."
2503.15002,regular,"This paper presents a novel method for trajectory-user linking, a new approach to a research area."
2408.05419,regular,"This paper presents a novel method for graph-based semi-supervised learning, introducing a new model and algorithm."
2211.1162,regular,"This paper presents a novel algorithm for reinforcement learning, not a review of existing research."
2305.15174,regular,"This paper presents a novel method for scientific model inference, not a review of existing research."
2209.05395,regular,"This paper presents a novel approach to federated transfer learning, proposing a new system design and evaluating its performance through experiments."
2109.07371,regular,"This paper presents a novel optimization framework for generating explanations of Siamese networks, which is an original research contribution."
2503.10382,regular,"This paper presents a novel method for subgroup performance analysis in chest x-ray and skin lesion classification, not a review of existing research."
2407.03257,regular,"The paper presents a novel implementation of a classical method (NCA) and evaluates its performance on tabular data, presenting new empirical results."
2407.0446,regular,"This paper presents a new algorithm for sampling in decentralized federated learning, not a review of existing work."
2507.17123,regular,"This paper presents a novel AI-driven diagnostic tool for monkeypox, outlining its development, training, and deployment. It does not review existing research in the field."
2508.17554,regular,"This paper presents a novel neural architecture for ICU LOS prediction, outlining its design, experimental results, and ablation studies."
2406.08128,regular,"This paper presents a novel hardware-efficient implementation of linear attention using short-long convolutions, demonstrating new experimental results."
2412.10092,review,The paper provides a comprehensive survey of existing research on Knowledge Graph Embedding Models and their relationship to KG structure.
